Transaction_SK,Policy_Id,Customer_ID,Premium_Amt,Total_Policy_Amt,Premium_Amt_Paid_TillDate,Next_Premium_Dt,Actual_Premium_Paid_Dt,Region,Is_Late,Late_Fee,Customer_SK,Policy_SK,Address_SK
996,10351,175,20000,300000,8589.86,2013-10-12,2013-06-21 00:00:00,WEST,False,0.0,175.0,351.0,175.0
997,10351,175,20000,300000,8589.86,2013-10-12,2013-07-21 00:00:00,WEST,False,0.0,175.0,351.0,175.0
998,10352,175,12500,200000,8726.85,2009-09-09,2009-04-27 00:00:00,WEST,False,0.0,175.0,352.0,175.0
999,10353,175,5000,500000,1455.22,2008-03-31,2006-11-03 00:00:00,WEST,False,0.0,175.0,353.0,175.0
1000,10353,175,5000,500000,1455.22,2008-03-31,2006-12-03 00:00:00,WEST,False,0.0,175.0,353.0,175.0
1001,10354,176,20000,600000,12235.35,2007-06-25,2006-10-02 00:00:00,NORTH,False,0.0,176.0,354.0,176.0
1002,10354,176,20000,600000,12235.35,2007-06-25,2006-11-01 00:00:00,NORTH,False,0.0,176.0,354.0,176.0
1003,10354,176,20000,600000,12235.35,2007-06-25,2006-12-01 00:00:00,NORTH,False,0.0,176.0,354.0,176.0
1004,10354,176,20000,600000,12235.35,2007-06-25,2006-12-31 00:00:00,NORTH,False,0.0,176.0,354.0,176.0
1005,10355,177,12500,800000,11219.48,2011-09-03,2010-12-01 00:00:00,EAST,False,0.0,177.0,355.0,177.0
1006,10355,177,12500,800000,11219.48,2011-09-03,2010-12-31 00:00:00,EAST,False,0.0,177.0,355.0,177.0
1007,10355,177,12500,800000,11219.48,2011-09-03,2011-01-30 00:00:00,EAST,False,0.0,177.0,355.0,177.0
1008,10355,177,12500,800000,11219.48,2011-09-03,2011-03-01 00:00:00,EAST,False,0.0,177.0,355.0,177.0
1009,10356,177,7500,600000,4045.01,2014-09-11,2014-05-09 00:00:00,EAST,False,0.0,177.0,356.0,177.0
1010,10356,177,7500,600000,4045.01,2014-09-11,2014-06-08 00:00:00,EAST,False,0.0,177.0,356.0,177.0
1011,10357,177,15000,1000000,4239.61,2008-10-21,2007-11-26 00:00:00,EAST,False,0.0,177.0,357.0,177.0
1012,10357,177,15000,1000000,4239.61,2008-10-21,2007-12-26 00:00:00,EAST,False,0.0,177.0,357.0,177.0
1013,10357,177,15000,1000000,4239.61,2008-10-21,2008-01-25 00:00:00,EAST,False,0.0,177.0,357.0,177.0
1014,10357,177,15000,1000000,4239.61,2008-10-21,2008-02-24 00:00:00,EAST,False,0.0,177.0,357.0,177.0
1015,10357,177,15000,1000000,4239.61,2008-10-21,2008-03-25 00:00:00,EAST,False,0.0,177.0,357.0,177.0
1016,10358,178,20000,300000,9170.65,2016-07-25,2015-08-14 00:00:00,WEST,False,0.0,178.0,358.0,178.0
1017,10358,178,20000,300000,9170.65,2016-07-25,2015-09-13 00:00:00,WEST,False,0.0,178.0,358.0,178.0
1018,10358,178,20000,300000,9170.65,2016-07-25,2015-10-13 00:00:00,WEST,False,0.0,178.0,358.0,178.0
1019,10358,178,20000,300000,9170.65,2016-07-25,2015-11-12 00:00:00,WEST,False,0.0,178.0,358.0,178.0
1020,10358,178,20000,300000,9170.65,2016-07-25,2015-12-12 00:00:00,WEST,False,0.0,178.0,358.0,178.0
1021,10359,179,5000,400000,2013.57,2015-02-17,2014-03-02 00:00:00,WEST,False,0.0,179.0,359.0,179.0
1022,10359,179,5000,400000,2013.57,2015-02-17,2014-04-01 00:00:00,WEST,False,0.0,179.0,359.0,179.0
1023,10360,180,10000,400000,4057.87,2008-03-25,2007-08-23 00:00:00,EAST,False,0.0,180.0,360.0,180.0
1024,10361,180,25000,600000,5851.39,2008-12-16,2008-03-16 00:00:00,EAST,False,0.0,180.0,361.0,180.0
1025,10361,180,25000,600000,5851.39,2008-12-16,2008-04-15 00:00:00,EAST,False,0.0,180.0,361.0,180.0
1026,10361,180,25000,600000,5851.39,2008-12-16,2008-05-15 00:00:00,EAST,False,0.0,180.0,361.0,180.0
1027,10362,180,7500,1000000,4066.17,2012-07-23,2011-05-12 00:00:00,EAST,False,0.0,180.0,362.0,180.0
1028,10362,180,7500,1000000,4066.17,2012-07-23,2011-06-11 00:00:00,EAST,False,0.0,180.0,362.0,180.0
1029,10362,180,7500,1000000,4066.17,2012-07-23,2011-07-11 00:00:00,EAST,False,0.0,180.0,362.0,180.0
1030,10363,181,25000,200000,13420.59,2013-07-27,2012-10-27 00:00:00,WEST,False,0.0,181.0,363.0,181.0
1031,10363,181,25000,200000,13420.59,2013-07-27,2012-11-26 00:00:00,WEST,False,0.0,181.0,363.0,181.0
1032,10363,181,25000,200000,13420.59,2013-07-27,2012-12-26 00:00:00,WEST,False,0.0,181.0,363.0,181.0
1033,10363,181,25000,200000,13420.59,2013-07-27,2013-01-25 00:00:00,WEST,False,0.0,181.0,363.0,181.0
1034,10363,181,25000,200000,13420.59,2013-07-27,2013-02-24 00:00:00,WEST,False,0.0,181.0,363.0,181.0
1035,10364,182,25000,500000,19603.05,2015-12-23,2015-02-23 00:00:00,SOUTH,False,0.0,182.0,364.0,182.0
1036,10364,182,25000,500000,19603.05,2015-12-23,2015-03-25 00:00:00,SOUTH,False,0.0,182.0,364.0,182.0
1037,10364,182,25000,500000,19603.05,2015-12-23,2015-04-24 00:00:00,SOUTH,False,0.0,182.0,364.0,182.0
1038,10365,182,15000,800000,10997.63,2008-10-14,2007-12-24 00:00:00,SOUTH,False,0.0,182.0,365.0,182.0
1039,10366,183,10000,200000,6373.39,2009-08-17,2008-05-05 00:00:00,WEST,False,0.0,183.0,366.0,183.0
1040,10366,183,10000,200000,6373.39,2009-08-17,2008-06-04 00:00:00,WEST,False,0.0,183.0,366.0,183.0
1041,10366,183,10000,200000,6373.39,2009-08-17,2008-07-04 00:00:00,WEST,False,0.0,183.0,366.0,183.0
1042,10367,183,7500,500000,4340.22,2014-10-29,2014-03-10 00:00:00,WEST,False,0.0,183.0,367.0,183.0
1043,10367,183,7500,500000,4340.22,2014-10-29,2014-04-09 00:00:00,WEST,False,0.0,183.0,367.0,183.0
1044,10367,183,7500,500000,4340.22,2014-10-29,2014-05-09 00:00:00,WEST,False,0.0,183.0,367.0,183.0
1045,10367,183,7500,500000,4340.22,2014-10-29,2014-06-08 00:00:00,WEST,False,0.0,183.0,367.0,183.0
1046,10367,183,7500,500000,4340.22,2014-10-29,2014-07-08 00:00:00,WEST,False,0.0,183.0,367.0,183.0
1047,10368,183,5000,1000000,3475.23,2011-08-14,2011-03-23 00:00:00,WEST,False,0.0,183.0,368.0,183.0
1048,10368,183,5000,1000000,3475.23,2011-08-14,2011-04-22 00:00:00,WEST,False,0.0,183.0,368.0,183.0
1049,10368,183,5000,1000000,3475.23,2011-08-14,2011-05-22 00:00:00,WEST,False,0.0,183.0,368.0,183.0
1050,10369,184,5000,800000,1298.03,2018-07-14,2017-08-02 00:00:00,NORTH,False,0.0,184.0,369.0,184.0
1051,10369,184,5000,800000,1298.03,2018-07-14,2017-09-01 00:00:00,NORTH,False,0.0,184.0,369.0,184.0
1052,10369,184,5000,800000,1298.03,2018-07-14,2017-10-01 00:00:00,NORTH,False,0.0,184.0,369.0,184.0
1053,10369,184,5000,800000,1298.03,2018-07-14,2017-10-31 00:00:00,NORTH,False,0.0,184.0,369.0,184.0
1054,10370,184,25000,200000,14130.69,2018-02-11,2017-02-25 00:00:00,NORTH,False,0.0,184.0,370.0,184.0
1055,10371,184,5000,800000,1629.1,2017-03-08,2016-04-10 00:00:00,NORTH,False,0.0,184.0,371.0,184.0
1056,10372,185,25000,800000,20533.98,2010-12-15,2009-08-13 00:00:00,WEST,False,0.0,185.0,372.0,185.0
1057,10372,185,25000,800000,20533.98,2010-12-15,2009-09-12 00:00:00,WEST,False,0.0,185.0,372.0,185.0
1058,10372,185,25000,800000,20533.98,2010-12-15,2009-10-12 00:00:00,WEST,False,0.0,185.0,372.0,185.0
1059,10372,185,25000,800000,20533.98,2010-12-15,2009-11-11 00:00:00,WEST,False,0.0,185.0,372.0,185.0
1060,10372,185,25000,800000,20533.98,2010-12-15,2009-12-11 00:00:00,WEST,False,0.0,185.0,372.0,185.0
1061,10373,186,10000,500000,2314.89,2017-12-15,2016-12-19 00:00:00,WEST,False,0.0,186.0,373.0,186.0
1062,10374,186,7500,500000,6013.15,2012-10-27,2012-08-16 00:00:00,WEST,False,0.0,186.0,374.0,186.0
1063,10374,186,7500,500000,6013.15,2012-10-27,2012-09-15 00:00:00,WEST,False,0.0,186.0,374.0,186.0
1064,10375,187,5000,200000,1588.55,2011-09-10,2010-10-08 00:00:00,WEST,False,0.0,187.0,375.0,187.0
1065,10375,187,5000,200000,1588.55,2011-09-10,2010-11-07 00:00:00,WEST,False,0.0,187.0,375.0,187.0
1066,10375,187,5000,200000,1588.55,2011-09-10,2010-12-07 00:00:00,WEST,False,0.0,187.0,375.0,187.0
1067,10376,187,25000,200000,10368.9,2009-06-23,2009-02-05 00:00:00,WEST,False,0.0,187.0,376.0,187.0
1068,10376,187,25000,200000,10368.9,2009-06-23,2009-03-07 00:00:00,WEST,False,0.0,187.0,376.0,187.0
1069,10376,187,25000,200000,10368.9,2009-06-23,2009-04-06 00:00:00,WEST,False,0.0,187.0,376.0,187.0
1070,10377,188,10000,300000,6993.1,2006-07-10,2006-04-28 00:00:00,SOUTH,False,0.0,188.0,377.0,188.0
1071,10377,188,10000,300000,6993.1,2006-07-10,2006-05-28 00:00:00,SOUTH,False,0.0,188.0,377.0,188.0
1072,10378,188,10000,300000,8251.08,2014-06-28,2013-09-30 00:00:00,SOUTH,False,0.0,188.0,378.0,188.0
1073,10378,188,10000,300000,8251.08,2014-06-28,2013-10-30 00:00:00,SOUTH,False,0.0,188.0,378.0,188.0
1074,10378,188,10000,300000,8251.08,2014-06-28,2013-11-29 00:00:00,SOUTH,False,0.0,188.0,378.0,188.0
1075,10378,188,10000,300000,8251.08,2014-06-28,2013-12-29 00:00:00,SOUTH,False,0.0,188.0,378.0,188.0
1076,10378,188,10000,300000,8251.08,2014-06-28,2014-01-28 00:00:00,SOUTH,False,0.0,188.0,378.0,188.0
1077,10379,189,7500,300000,4634.27,2008-12-06,2007-09-18 00:00:00,EAST,False,0.0,189.0,379.0,189.0
1078,10379,189,7500,300000,4634.27,2008-12-06,2007-10-18 00:00:00,EAST,False,0.0,189.0,379.0,189.0
1079,10379,189,7500,300000,4634.27,2008-12-06,2007-11-17 00:00:00,EAST,False,0.0,189.0,379.0,189.0
1080,10379,189,7500,300000,4634.27,2008-12-06,2007-12-17 00:00:00,EAST,False,0.0,189.0,379.0,189.0
1081,10379,189,7500,300000,4634.27,2008-12-06,2008-01-16 00:00:00,EAST,False,0.0,189.0,379.0,189.0
1082,10380,189,25000,600000,21613.75,2016-10-05,2016-01-22 00:00:00,EAST,False,0.0,189.0,380.0,189.0
1083,10380,189,25000,600000,21613.75,2016-10-05,2016-02-21 00:00:00,EAST,False,0.0,189.0,380.0,189.0
1084,10380,189,25000,600000,21613.75,2016-10-05,2016-03-22 00:00:00,EAST,False,0.0,189.0,380.0,189.0
1085,10380,189,25000,600000,21613.75,2016-10-05,2016-04-21 00:00:00,EAST,False,0.0,189.0,380.0,189.0
1086,10380,189,25000,600000,21613.75,2016-10-05,2016-05-21 00:00:00,EAST,False,0.0,189.0,380.0,189.0
1087,10381,190,15000,500000,8083.8,2012-05-24,2012-02-21 00:00:00,SOUTH,False,0.0,190.0,381.0,190.0
1088,10381,190,15000,500000,8083.8,2012-05-24,2012-03-22 00:00:00,SOUTH,False,0.0,190.0,381.0,190.0
1089,10381,190,15000,500000,8083.8,2012-05-24,2012-04-21 00:00:00,SOUTH,False,0.0,190.0,381.0,190.0
1090,10381,190,15000,500000,8083.8,2012-05-24,2012-05-21 00:00:00,SOUTH,False,0.0,190.0,381.0,190.0
1091,10381,190,15000,500000,8083.8,2012-05-24,2012-06-20 00:00:00,SOUTH,True,300.0,190.0,381.0,190.0
1092,10382,190,5000,400000,4372.16,2020-02-24,2019-03-18 00:00:00,SOUTH,False,0.0,190.0,382.0,190.0
1093,10382,190,5000,400000,4372.16,2020-02-24,2019-04-17 00:00:00,SOUTH,False,0.0,190.0,382.0,190.0
1094,10383,191,20000,1000000,8264.58,2010-11-12,2010-07-11 00:00:00,NORTH,False,0.0,191.0,383.0,191.0
1095,10383,191,20000,1000000,8264.58,2010-11-12,2010-08-10 00:00:00,NORTH,False,0.0,191.0,383.0,191.0
1096,10383,191,20000,1000000,8264.58,2010-11-12,2010-09-09 00:00:00,NORTH,False,0.0,191.0,383.0,191.0
1097,10383,191,20000,1000000,8264.58,2010-11-12,2010-10-09 00:00:00,NORTH,False,0.0,191.0,383.0,191.0
1098,10384,191,25000,800000,8560.5,2015-11-14,2015-01-02 00:00:00,NORTH,False,0.0,191.0,384.0,191.0
1099,10384,191,25000,800000,8560.5,2015-11-14,2015-02-01 00:00:00,NORTH,False,0.0,191.0,384.0,191.0
1100,10384,191,25000,800000,8560.5,2015-11-14,2015-03-03 00:00:00,NORTH,False,0.0,191.0,384.0,191.0
1101,10384,191,25000,800000,8560.5,2015-11-14,2015-04-02 00:00:00,NORTH,False,0.0,191.0,384.0,191.0
1102,10384,191,25000,800000,8560.5,2015-11-14,2015-05-02 00:00:00,NORTH,False,0.0,191.0,384.0,191.0
1103,10385,191,7500,1000000,4322.06,2013-11-18,2013-05-17 00:00:00,NORTH,False,0.0,191.0,385.0,191.0
1104,10386,192,5000,1000000,4363.9,2015-12-12,2015-02-18 00:00:00,NORTH,False,0.0,192.0,386.0,192.0
1105,10386,192,5000,1000000,4363.9,2015-12-12,2015-03-20 00:00:00,NORTH,False,0.0,192.0,386.0,192.0
1106,10387,192,7500,200000,6400.91,2011-09-26,2011-06-28 00:00:00,NORTH,False,0.0,192.0,387.0,192.0
1107,10388,193,25000,800000,22486.73,2019-02-08,2018-05-30 00:00:00,EAST,False,0.0,193.0,388.0,193.0
1108,10388,193,25000,800000,22486.73,2019-02-08,2018-06-29 00:00:00,EAST,False,0.0,193.0,388.0,193.0
1109,10388,193,25000,800000,22486.73,2019-02-08,2018-07-29 00:00:00,EAST,False,0.0,193.0,388.0,193.0
1110,10389,193,10000,200000,7174.28,2018-07-07,2018-02-15 00:00:00,EAST,False,0.0,193.0,389.0,193.0
1111,10389,193,10000,200000,7174.28,2018-07-07,2018-03-17 00:00:00,EAST,False,0.0,193.0,389.0,193.0
1112,10389,193,10000,200000,7174.28,2018-07-07,2018-04-16 00:00:00,EAST,False,0.0,193.0,389.0,193.0
1113,10389,193,10000,200000,7174.28,2018-07-07,2018-05-16 00:00:00,EAST,False,0.0,193.0,389.0,193.0
1114,10389,193,10000,200000,7174.28,2018-07-07,2018-06-15 00:00:00,EAST,False,0.0,193.0,389.0,193.0
1115,10390,194,12500,800000,9766.86,2012-01-29,2011-09-29 00:00:00,WEST,False,0.0,194.0,390.0,194.0
1116,10390,194,12500,800000,9766.86,2012-01-29,2011-10-29 00:00:00,WEST,False,0.0,194.0,390.0,194.0
1117,10390,194,12500,800000,9766.86,2012-01-29,2011-11-28 00:00:00,WEST,False,0.0,194.0,390.0,194.0
1118,10390,194,12500,800000,9766.86,2012-01-29,2011-12-28 00:00:00,WEST,False,0.0,194.0,390.0,194.0
1119,10391,194,7500,600000,6526.44,2012-02-21,2011-04-09 00:00:00,WEST,False,0.0,194.0,391.0,194.0
1120,10391,194,7500,600000,6526.44,2012-02-21,2011-05-09 00:00:00,WEST,False,0.0,194.0,391.0,194.0
1121,10391,194,7500,600000,6526.44,2012-02-21,2011-06-08 00:00:00,WEST,False,0.0,194.0,391.0,194.0
1122,10391,194,7500,600000,6526.44,2012-02-21,2011-07-08 00:00:00,WEST,False,0.0,194.0,391.0,194.0
1123,10391,194,7500,600000,6526.44,2012-02-21,2011-08-07 00:00:00,WEST,False,0.0,194.0,391.0,194.0
1124,10392,194,20000,400000,13908.56,2021-07-08,2020-04-19 00:00:00,WEST,False,0.0,194.0,392.0,194.0
1125,10392,194,20000,400000,13908.56,2021-07-08,2020-05-19 00:00:00,WEST,False,0.0,194.0,392.0,194.0
1126,10392,194,20000,400000,13908.56,2021-07-08,2020-06-18 00:00:00,WEST,False,0.0,194.0,392.0,194.0
1127,10393,195,10000,300000,8712.95,2020-08-30,2019-11-09 00:00:00,WEST,False,0.0,195.0,393.0,195.0
1128,10394,195,7500,800000,4696.13,2005-07-11,2005-05-11 00:00:00,WEST,False,0.0,195.0,394.0,195.0
1129,10394,195,7500,800000,4696.13,2005-07-11,2005-06-10 00:00:00,WEST,False,0.0,195.0,394.0,195.0
1130,10394,195,7500,800000,4696.13,2005-07-11,2005-07-10 00:00:00,WEST,False,0.0,195.0,394.0,195.0
1131,10394,195,7500,800000,4696.13,2005-07-11,2005-08-09 00:00:00,WEST,True,150.0,195.0,394.0,195.0
1132,10395,196,12500,600000,8594.29,2021-07-04,2020-02-02 00:00:00,EAST,False,0.0,196.0,395.0,196.0
1133,10395,196,12500,600000,8594.29,2021-07-04,2020-03-03 00:00:00,EAST,False,0.0,196.0,395.0,196.0
1134,10396,197,25000,800000,6356.65,2018-02-23,2017-01-26 00:00:00,SOUTH,False,0.0,197.0,396.0,197.0
1135,10396,197,25000,800000,6356.65,2018-02-23,2017-02-25 00:00:00,SOUTH,False,0.0,197.0,396.0,197.0
1136,10397,197,20000,200000,17608.55,2020-09-20,2020-01-24 00:00:00,SOUTH,False,0.0,197.0,397.0,197.0
1137,10398,198,7500,1000000,5762.32,2014-04-09,2013-01-11 00:00:00,NORTH,False,0.0,198.0,398.0,198.0
1138,10398,198,7500,1000000,5762.32,2014-04-09,2013-02-10 00:00:00,NORTH,False,0.0,198.0,398.0,198.0
1139,10398,198,7500,1000000,5762.32,2014-04-09,2013-03-12 00:00:00,NORTH,False,0.0,198.0,398.0,198.0
1140,10399,198,10000,300000,2065.54,2008-08-02,2007-10-20 00:00:00,NORTH,False,0.0,198.0,399.0,198.0
1141,10399,198,10000,300000,2065.54,2008-08-02,2007-11-19 00:00:00,NORTH,False,0.0,198.0,399.0,198.0
1142,10399,198,10000,300000,2065.54,2008-08-02,2007-12-19 00:00:00,NORTH,False,0.0,198.0,399.0,198.0
1143,10399,198,10000,300000,2065.54,2008-08-02,2008-01-18 00:00:00,NORTH,False,0.0,198.0,399.0,198.0
1144,10400,199,20000,400000,5259.53,2011-09-28,2011-04-23 00:00:00,SOUTH,False,0.0,199.0,400.0,199.0
1145,10400,199,20000,400000,5259.53,2011-09-28,2011-05-23 00:00:00,SOUTH,False,0.0,199.0,400.0,199.0
1146,10400,199,20000,400000,5259.53,2011-09-28,2011-06-22 00:00:00,SOUTH,False,0.0,199.0,400.0,199.0
1147,10401,199,25000,800000,9099.51,2019-07-01,2019-01-09 00:00:00,SOUTH,False,0.0,199.0,401.0,199.0
1148,10401,199,25000,800000,9099.51,2019-07-01,2019-02-08 00:00:00,SOUTH,False,0.0,199.0,401.0,199.0
1149,10401,199,25000,800000,9099.51,2019-07-01,2019-03-10 00:00:00,SOUTH,False,0.0,199.0,401.0,199.0
1150,10402,199,10000,500000,6928.33,2014-07-29,2013-02-21 00:00:00,SOUTH,False,0.0,199.0,402.0,199.0
1151,10402,199,10000,500000,6928.33,2014-07-29,2013-03-23 00:00:00,SOUTH,False,0.0,199.0,402.0,199.0
1152,10402,199,10000,500000,6928.33,2014-07-29,2013-04-22 00:00:00,SOUTH,False,0.0,199.0,402.0,199.0
1153,10402,199,10000,500000,6928.33,2014-07-29,2013-05-22 00:00:00,SOUTH,False,0.0,199.0,402.0,199.0
1154,10402,199,10000,500000,6928.33,2014-07-29,2013-06-21 00:00:00,SOUTH,False,0.0,199.0,402.0,199.0
1155,10403,200,25000,800000,6941.56,2005-11-17,2005-02-28 00:00:00,EAST,False,0.0,200.0,403.0,200.0
1156,10403,200,25000,800000,6941.56,2005-11-17,2005-03-30 00:00:00,EAST,False,0.0,200.0,403.0,200.0
1157,10404,200,12500,300000,4195.49,2018-09-14,2017-10-07 00:00:00,EAST,False,0.0,200.0,404.0,200.0
1158,10404,200,12500,300000,4195.49,2018-09-14,2017-11-06 00:00:00,EAST,False,0.0,200.0,404.0,200.0
1159,10404,200,12500,300000,4195.49,2018-09-14,2017-12-06 00:00:00,EAST,False,0.0,200.0,404.0,200.0
1160,10404,200,12500,300000,4195.49,2018-09-14,2018-01-05 00:00:00,EAST,False,0.0,200.0,404.0,200.0
1161,10405,200,15000,600000,3686.29,2020-06-26,2020-01-29 00:00:00,EAST,False,0.0,200.0,405.0,200.0
1162,10405,200,15000,600000,3686.29,2020-06-26,2020-02-28 00:00:00,EAST,False,0.0,200.0,405.0,200.0
1163,10405,200,15000,600000,3686.29,2020-06-26,2020-03-29 00:00:00,EAST,False,0.0,200.0,405.0,200.0
1164,10405,200,15000,600000,3686.29,2020-06-26,2020-04-28 00:00:00,EAST,False,0.0,200.0,405.0,200.0
1165,10405,200,15000,600000,3686.29,2020-06-26,2020-05-28 00:00:00,EAST,False,0.0,200.0,405.0,200.0
1166,10406,201,15000,1000000,12250.53,2008-05-04,2007-11-10 00:00:00,NORTH,False,0.0,201.0,406.0,201.0
1167,10406,201,15000,1000000,12250.53,2008-05-04,2007-12-10 00:00:00,NORTH,False,0.0,201.0,406.0,201.0
1168,10406,201,15000,1000000,12250.53,2008-05-04,2008-01-09 00:00:00,NORTH,False,0.0,201.0,406.0,201.0
1169,10406,201,15000,1000000,12250.53,2008-05-04,2008-02-08 00:00:00,NORTH,False,0.0,201.0,406.0,201.0
1170,10406,201,15000,1000000,12250.53,2008-05-04,2008-03-09 00:00:00,NORTH,False,0.0,201.0,406.0,201.0
1171,10407,202,5000,800000,2865.3,2010-06-02,2009-04-21 00:00:00,NORTH,False,0.0,202.0,407.0,202.0
1172,10407,202,5000,800000,2865.3,2010-06-02,2009-05-21 00:00:00,NORTH,False,0.0,202.0,407.0,202.0
1173,10407,202,5000,800000,2865.3,2010-06-02,2009-06-20 00:00:00,NORTH,False,0.0,202.0,407.0,202.0
1174,10407,202,5000,800000,2865.3,2010-06-02,2009-07-20 00:00:00,NORTH,False,0.0,202.0,407.0,202.0
1175,10407,202,5000,800000,2865.3,2010-06-02,2009-08-19 00:00:00,NORTH,False,0.0,202.0,407.0,202.0
1176,10408,202,12500,200000,8108.46,2021-01-11,2020-04-08 00:00:00,NORTH,False,0.0,202.0,408.0,202.0
1177,10408,202,12500,200000,8108.46,2021-01-11,2020-05-08 00:00:00,NORTH,False,0.0,202.0,408.0,202.0
1178,10408,202,12500,200000,8108.46,2021-01-11,2020-06-07 00:00:00,NORTH,False,0.0,202.0,408.0,202.0
1179,10409,202,25000,500000,7130.06,2012-10-17,2012-03-31 00:00:00,NORTH,False,0.0,202.0,409.0,202.0
1180,10410,203,15000,1000000,12279.93,2016-05-04,2016-02-12 00:00:00,NORTH,False,0.0,203.0,410.0,203.0
1181,10410,203,15000,1000000,12279.93,2016-05-04,2016-03-13 00:00:00,NORTH,False,0.0,203.0,410.0,203.0
1182,10410,203,15000,1000000,12279.93,2016-05-04,2016-04-12 00:00:00,NORTH,False,0.0,203.0,410.0,203.0
1183,10410,203,15000,1000000,12279.93,2016-05-04,2016-05-12 00:00:00,NORTH,True,300.0,203.0,410.0,203.0
1184,10411,203,12500,600000,5267.12,2006-11-05,2006-01-20 00:00:00,NORTH,False,0.0,203.0,411.0,203.0
1185,10411,203,12500,600000,5267.12,2006-11-05,2006-02-19 00:00:00,NORTH,False,0.0,203.0,411.0,203.0
1186,10411,203,12500,600000,5267.12,2006-11-05,2006-03-21 00:00:00,NORTH,False,0.0,203.0,411.0,203.0
1187,10411,203,12500,600000,5267.12,2006-11-05,2006-04-20 00:00:00,NORTH,False,0.0,203.0,411.0,203.0
1188,10412,203,5000,600000,1088.8,2010-08-30,2009-05-14 00:00:00,NORTH,False,0.0,203.0,412.0,203.0
1189,10412,203,5000,600000,1088.8,2010-08-30,2009-06-13 00:00:00,NORTH,False,0.0,203.0,412.0,203.0
1190,10412,203,5000,600000,1088.8,2010-08-30,2009-07-13 00:00:00,NORTH,False,0.0,203.0,412.0,203.0
1191,10412,203,5000,600000,1088.8,2010-08-30,2009-08-12 00:00:00,NORTH,False,0.0,203.0,412.0,203.0
1192,10412,203,5000,600000,1088.8,2010-08-30,2009-09-11 00:00:00,NORTH,False,0.0,203.0,412.0,203.0
1193,10413,204,5000,300000,1575.69,2020-11-26,2020-06-19 00:00:00,EAST,False,0.0,204.0,413.0,204.0
1194,10413,204,5000,300000,1575.69,2020-11-26,2020-07-19 00:00:00,EAST,False,0.0,204.0,413.0,204.0
1195,10414,204,20000,200000,10719.53,2006-08-12,2006-05-30 00:00:00,EAST,False,0.0,204.0,414.0,204.0
1196,10414,204,20000,200000,10719.53,2006-08-12,2006-06-29 00:00:00,EAST,False,0.0,204.0,414.0,204.0
1197,10415,204,10000,1000000,3730.07,2018-10-22,2018-04-17 00:00:00,EAST,False,0.0,204.0,415.0,204.0
1198,10415,204,10000,1000000,3730.07,2018-10-22,2018-05-17 00:00:00,EAST,False,0.0,204.0,415.0,204.0
1199,10415,204,10000,1000000,3730.07,2018-10-22,2018-06-16 00:00:00,EAST,False,0.0,204.0,415.0,204.0
1200,10416,205,25000,400000,18896.94,2013-07-15,2012-08-23 00:00:00,SOUTH,False,0.0,205.0,416.0,205.0
1201,10417,205,12500,1000000,7971.8,2018-10-02,2018-06-16 00:00:00,SOUTH,False,0.0,205.0,417.0,205.0
1202,10417,205,12500,1000000,7971.8,2018-10-02,2018-07-16 00:00:00,SOUTH,False,0.0,205.0,417.0,205.0
1203,10417,205,12500,1000000,7971.8,2018-10-02,2018-08-15 00:00:00,SOUTH,False,0.0,205.0,417.0,205.0
1204,10418,206,5000,500000,4115.29,2007-07-10,2006-12-02 00:00:00,SOUTH,False,0.0,206.0,418.0,206.0
1205,10418,206,5000,500000,4115.29,2007-07-10,2007-01-01 00:00:00,SOUTH,False,0.0,206.0,418.0,206.0
1206,10418,206,5000,500000,4115.29,2007-07-10,2007-01-31 00:00:00,SOUTH,False,0.0,206.0,418.0,206.0
1207,10419,206,25000,500000,10275.74,2008-02-07,2007-11-11 00:00:00,SOUTH,False,0.0,206.0,419.0,206.0
1208,10419,206,25000,500000,10275.74,2008-02-07,2007-12-11 00:00:00,SOUTH,False,0.0,206.0,419.0,206.0
1209,10419,206,25000,500000,10275.74,2008-02-07,2008-01-10 00:00:00,SOUTH,False,0.0,206.0,419.0,206.0
1210,10419,206,25000,500000,10275.74,2008-02-07,2008-02-09 00:00:00,SOUTH,True,500.0,206.0,419.0,206.0
1211,10420,206,20000,200000,4730.84,2007-06-04,2006-06-23 00:00:00,SOUTH,False,0.0,206.0,420.0,206.0
1212,10420,206,20000,200000,4730.84,2007-06-04,2006-07-23 00:00:00,SOUTH,False,0.0,206.0,420.0,206.0
1213,10421,207,25000,500000,20130.2,2007-08-23,2007-02-25 00:00:00,SOUTH,False,0.0,207.0,421.0,207.0
1214,10421,207,25000,500000,20130.2,2007-08-23,2007-03-27 00:00:00,SOUTH,False,0.0,207.0,421.0,207.0
1215,10421,207,25000,500000,20130.2,2007-08-23,2007-04-26 00:00:00,SOUTH,False,0.0,207.0,421.0,207.0
1216,10421,207,25000,500000,20130.2,2007-08-23,2007-05-26 00:00:00,SOUTH,False,0.0,207.0,421.0,207.0
1217,10421,207,25000,500000,20130.2,2007-08-23,2007-06-25 00:00:00,SOUTH,False,0.0,207.0,421.0,207.0
1218,10422,207,12500,500000,6245.93,2006-07-08,2005-03-28 00:00:00,SOUTH,False,0.0,207.0,422.0,207.0
1219,10422,207,12500,500000,6245.93,2006-07-08,2005-04-27 00:00:00,SOUTH,False,0.0,207.0,422.0,207.0
