Policy_SK,Policy_Type_Id,Policy_Type,Policy_Type_Desc,Policy_Id,Policy_Name,Customer_ID,Premium_Amt,Policy_Term,Policy_Start_Dt,Policy_End_Dt,Next_Premium_Dt,Actual_Premium_Paid_Dt,Total_Policy_Amt,Premium_Amt_Paid_TillDate,Region,Num_Installments
268,PT002,WholeLife,Whole life insurance policy,10268,WholeLife Policy 10268,133,20000,Quarterly,2016-03-13,2018-03-13,2016-12-18,2016-11-18,400000,7960.96,NORTH,4
269,PT005,Home,Home insurance policy,10269,Home Policy 10269,134,10000,Annual,2010-12-01,2015-11-30,2012-05-01,2012-04-01,500000,3154.89,NORTH,1
270,PT004,Health,Health insurance policy,10270,Health Policy 10270,134,25000,Annual,2008-05-24,2013-05-23,2009-06-13,2009-05-14,800000,18968.85,NORTH,1
271,PT002,WholeLife,Whole life insurance policy,10271,WholeLife Policy 10271,135,7500,Monthly,2008-05-02,2009-05-02,2008-07-19,2008-06-19,300000,3968.8,NORTH,12
272,PT004,Health,Health insurance policy,10272,Health Policy 10272,136,12500,Monthly,2014-10-16,2015-10-16,2015-07-29,2015-06-29,200000,5619.55,NORTH,12
273,PT005,Home,Home insurance policy,10273,Home Policy 10273,137,12500,Quarterly,2015-11-19,2017-11-18,2017-03-26,2017-02-24,200000,8797.93,SOUTH,4
274,PT002,WholeLife,Whole life insurance policy,10274,WholeLife Policy 10274,137,5000,Quarterly,2007-10-10,2009-10-09,2009-02-25,2009-01-26,300000,1994.41,SOUTH,4
275,PT002,WholeLife,Whole life insurance policy,10275,WholeLife Policy 10275,137,15000,Quarterly,2016-05-30,2018-05-30,2017-05-24,2017-04-24,800000,5230.16,SOUTH,4
276,PT005,Home,Home insurance policy,10276,Home Policy 10276,138,12500,Monthly,2017-10-20,2018-10-20,2018-04-24,2018-03-25,200000,9222.22,WEST,12
277,PT001,Auto,Auto insurance policy,10277,Auto Policy 10277,139,10000,Monthly,2012-05-16,2013-05-16,2013-06-28,2013-05-29,800000,2853.94,NORTH,12
278,PT003,Term,Term life insurance policy,10278,Term Policy 10278,139,25000,Monthly,2018-03-30,2019-03-30,2018-08-15,2018-07-16,400000,5505.3,NORTH,12
279,PT004,Health,Health insurance policy,10279,Health Policy 10279,139,12500,Annual,2020-11-15,2025-11-14,2021-12-01,2021-11-01,500000,10858.01,NORTH,1
280,PT001,Auto,Auto insurance policy,10280,Auto Policy 10280,140,20000,Monthly,2012-05-22,2013-05-22,2013-03-09,2013-02-07,600000,8548.82,WEST,12
281,PT005,Home,Home insurance policy,10281,Home Policy 10281,140,25000,Monthly,2007-11-26,2008-11-25,2009-03-10,2009-02-08,200000,16263.77,WEST,12
282,PT003,Term,Term life insurance policy,10282,Term Policy 10282,140,5000,Annual,2006-03-31,2011-03-30,2007-04-03,2007-03-04,600000,2334.87,WEST,1
283,PT003,Term,Term life insurance policy,10283,Term Policy 10283,141,25000,Monthly,2008-12-29,2009-12-29,2009-09-19,2009-08-20,1000000,6560.8,WEST,12
284,PT002,WholeLife,Whole life insurance policy,10284,WholeLife Policy 10284,141,25000,Quarterly,2008-08-27,2010-08-27,2009-03-20,2009-02-18,500000,16325.44,WEST,4
285,PT002,WholeLife,Whole life insurance policy,10285,WholeLife Policy 10285,142,12500,Quarterly,2007-09-15,2009-09-14,2008-06-22,2008-05-23,1000000,8939.03,EAST,4
286,PT003,Term,Term life insurance policy,10286,Term Policy 10286,142,7500,Annual,2020-05-13,2025-05-12,2021-06-17,2021-05-18,400000,2004.59,EAST,1
287,PT003,Term,Term life insurance policy,10287,Term Policy 10287,142,12500,Monthly,2016-07-01,2017-07-01,2017-11-26,2017-10-27,500000,5895.78,EAST,12
288,PT005,Home,Home insurance policy,10288,Home Policy 10288,143,5000,Quarterly,2018-06-19,2020-06-18,2019-03-22,2019-02-20,1000000,3838.48,EAST,4
289,PT005,Home,Home insurance policy,10289,Home Policy 10289,143,20000,Quarterly,2009-03-07,2011-03-07,2009-06-22,2009-05-23,500000,4566.13,EAST,4
290,PT004,Health,Health insurance policy,10290,Health Policy 10290,144,20000,Monthly,2020-03-04,2021-03-04,2021-05-03,2021-04-03,800000,6170.98,NORTH,12
291,PT004,Health,Health insurance policy,10291,Health Policy 10291,144,20000,Annual,2016-10-29,2021-10-28,2017-02-08,2017-01-09,600000,8069.84,NORTH,1
292,PT001,Auto,Auto insurance policy,10292,Auto Policy 10292,145,7500,Quarterly,2015-09-18,2017-09-17,2016-11-01,2016-10-02,300000,6240.24,SOUTH,4
293,PT002,WholeLife,Whole life insurance policy,10293,WholeLife Policy 10293,145,10000,Quarterly,2016-09-25,2018-09-25,2016-12-18,2016-11-18,600000,5856.96,SOUTH,4
294,PT005,Home,Home insurance policy,10294,Home Policy 10294,146,12500,Annual,2007-06-01,2012-05-30,2007-09-17,2007-08-18,500000,6565.74,SOUTH,1
295,PT005,Home,Home insurance policy,10295,Home Policy 10295,147,10000,Quarterly,2010-09-07,2012-09-06,2010-12-17,2010-11-17,600000,7380.53,NORTH,4
296,PT001,Auto,Auto insurance policy,10296,Auto Policy 10296,147,20000,Annual,2007-07-23,2012-07-21,2007-12-21,2007-11-21,500000,15006.48,NORTH,1
297,PT004,Health,Health insurance policy,10297,Health Policy 10297,147,12500,Monthly,2006-01-06,2007-01-06,2006-08-06,2006-07-07,800000,5247.03,NORTH,12
298,PT004,Health,Health insurance policy,10298,Health Policy 10298,148,15000,Quarterly,2020-01-13,2022-01-12,2020-07-26,2020-06-26,1000000,6584.01,EAST,4
299,PT002,WholeLife,Whole life insurance policy,10299,WholeLife Policy 10299,148,5000,Monthly,2009-09-26,2010-09-26,2010-09-30,2010-08-31,800000,1907.61,EAST,12
300,PT001,Auto,Auto insurance policy,10300,Auto Policy 10300,148,5000,Annual,2014-09-24,2019-09-23,2015-06-13,2015-05-14,200000,1408.37,EAST,1
301,PT004,Health,Health insurance policy,10301,Health Policy 10301,149,12500,Annual,2015-04-28,2020-04-26,2016-05-28,2016-04-28,1000000,10950.78,EAST,1
302,PT004,Health,Health insurance policy,10302,Health Policy 10302,150,25000,Annual,2011-10-17,2016-10-15,2012-06-17,2012-05-18,600000,17086.59,WEST,1
303,PT004,Health,Health insurance policy,10303,Health Policy 10303,150,7500,Monthly,2011-10-16,2012-10-15,2011-12-22,2011-11-22,300000,2501.71,WEST,12
304,PT001,Auto,Auto insurance policy,10304,Auto Policy 10304,150,25000,Monthly,2020-08-11,2021-08-11,2021-01-25,2020-12-26,200000,13419.55,WEST,12
305,PT002,WholeLife,Whole life insurance policy,10305,WholeLife Policy 10305,151,25000,Annual,2014-10-10,2019-10-09,2015-09-10,2015-08-11,1000000,8341.0,WEST,1
306,PT004,Health,Health insurance policy,10306,Health Policy 10306,152,12500,Quarterly,2008-04-28,2010-04-28,2008-08-25,2008-07-26,200000,3953.42,NORTH,4
307,PT002,WholeLife,Whole life insurance policy,10307,WholeLife Policy 10307,152,12500,Quarterly,2020-10-04,2022-10-04,2020-12-13,2020-11-13,500000,10023.22,NORTH,4
308,PT002,WholeLife,Whole life insurance policy,10308,WholeLife Policy 10308,153,15000,Quarterly,2009-07-08,2011-07-08,2010-11-06,2010-10-07,1000000,7113.2,EAST,4
309,PT003,Term,Term life insurance policy,10309,Term Policy 10309,153,20000,Monthly,2005-03-06,2006-03-06,2006-05-05,2006-04-05,1000000,10045.03,EAST,12
310,PT004,Health,Health insurance policy,10310,Health Policy 10310,153,15000,Annual,2016-02-13,2021-02-11,2017-04-22,2017-03-23,600000,8820.2,EAST,1
311,PT001,Auto,Auto insurance policy,10311,Auto Policy 10311,154,12500,Quarterly,2015-12-08,2017-12-07,2016-12-04,2016-11-04,600000,8840.37,SOUTH,4
312,PT004,Health,Health insurance policy,10312,Health Policy 10312,154,5000,Annual,2010-03-15,2015-03-14,2010-05-23,2010-04-23,600000,2477.02,SOUTH,1
313,PT005,Home,Home insurance policy,10313,Home Policy 10313,155,20000,Quarterly,2006-06-05,2008-06-04,2007-11-02,2007-10-03,500000,10626.73,WEST,4
314,PT004,Health,Health insurance policy,10314,Health Policy 10314,155,10000,Annual,2018-12-20,2023-12-19,2020-02-10,2020-01-11,500000,5053.61,WEST,1
315,PT003,Term,Term life insurance policy,10315,Term Policy 10315,156,10000,Quarterly,2009-04-24,2011-04-24,2009-10-19,2009-09-19,500000,5553.45,SOUTH,4
316,PT003,Term,Term life insurance policy,10316,Term Policy 10316,157,20000,Annual,2018-07-04,2023-07-03,2018-11-08,2018-10-09,500000,16364.43,EAST,1
317,PT004,Health,Health insurance policy,10317,Health Policy 10317,157,20000,Annual,2014-05-08,2019-05-07,2015-01-07,2014-12-08,800000,15143.62,EAST,1
318,PT002,WholeLife,Whole life insurance policy,10318,WholeLife Policy 10318,157,10000,Monthly,2018-12-13,2019-12-13,2020-02-29,2020-01-30,800000,2603.34,EAST,12
319,PT002,WholeLife,Whole life insurance policy,10319,WholeLife Policy 10319,158,7500,Monthly,2008-11-20,2009-11-20,2009-09-27,2009-08-28,600000,2029.74,SOUTH,12
320,PT004,Health,Health insurance policy,10320,Health Policy 10320,158,7500,Quarterly,2016-01-28,2018-01-27,2017-01-07,2016-12-08,300000,1747.01,SOUTH,4
321,PT003,Term,Term life insurance policy,10321,Term Policy 10321,159,20000,Quarterly,2010-11-07,2012-11-06,2011-04-05,2011-03-06,300000,15591.28,NORTH,4
322,PT001,Auto,Auto insurance policy,10322,Auto Policy 10322,160,12500,Quarterly,2006-06-06,2008-06-05,2007-06-17,2007-05-18,200000,4483.54,WEST,4
323,PT005,Home,Home insurance policy,10323,Home Policy 10323,160,10000,Quarterly,2010-01-10,2012-01-10,2011-04-16,2011-03-17,400000,4486.69,WEST,4
324,PT001,Auto,Auto insurance policy,10324,Auto Policy 10324,160,7500,Quarterly,2017-06-30,2019-06-30,2018-08-17,2018-07-18,1000000,6086.9,WEST,4
325,PT001,Auto,Auto insurance policy,10325,Auto Policy 10325,161,12500,Monthly,2020-11-04,2021-11-04,2021-08-25,2021-07-26,1000000,10923.16,SOUTH,12
326,PT001,Auto,Auto insurance policy,10326,Auto Policy 10326,161,15000,Annual,2007-05-18,2012-05-16,2008-09-28,2008-08-29,1000000,12947.53,SOUTH,1
327,PT005,Home,Home insurance policy,10327,Home Policy 10327,161,5000,Annual,2005-12-10,2010-12-09,2006-12-27,2006-11-27,300000,1413.21,SOUTH,1
328,PT003,Term,Term life insurance policy,10328,Term Policy 10328,162,10000,Annual,2008-07-10,2013-07-09,2009-04-22,2009-03-23,800000,7333.75,NORTH,1
329,PT001,Auto,Auto insurance policy,10329,Auto Policy 10329,163,10000,Annual,2008-06-17,2013-06-16,2009-10-09,2009-09-09,400000,2964.41,EAST,1
330,PT002,WholeLife,Whole life insurance policy,10330,WholeLife Policy 10330,163,25000,Quarterly,2014-11-07,2016-11-06,2015-01-09,2014-12-10,1000000,9293.03,EAST,4
331,PT003,Term,Term life insurance policy,10331,Term Policy 10331,164,7500,Annual,2011-06-08,2016-06-06,2011-12-21,2011-11-21,200000,3455.29,SOUTH,1
332,PT004,Health,Health insurance policy,10332,Health Policy 10332,164,20000,Annual,2013-02-02,2018-02-01,2013-06-19,2013-05-20,300000,14544.89,SOUTH,1
333,PT004,Health,Health insurance policy,10333,Health Policy 10333,165,25000,Monthly,2010-02-13,2011-02-13,2010-11-11,2010-10-12,500000,21065.35,WEST,12
334,PT004,Health,Health insurance policy,10334,Health Policy 10334,165,10000,Annual,2016-07-30,2021-07-29,2017-05-12,2017-04-12,200000,3019.09,WEST,1
335,PT001,Auto,Auto insurance policy,10335,Auto Policy 10335,165,5000,Monthly,2016-08-09,2017-08-09,2017-03-18,2017-02-16,400000,2405.78,WEST,12
336,PT004,Health,Health insurance policy,10336,Health Policy 10336,166,25000,Quarterly,2006-05-19,2008-05-18,2007-06-21,2007-05-22,200000,21144.08,WEST,4
337,PT005,Home,Home insurance policy,10337,Home Policy 10337,167,20000,Annual,2006-04-19,2011-04-18,2007-05-22,2007-04-22,1000000,16261.39,NORTH,1
338,PT004,Health,Health insurance policy,10338,Health Policy 10338,168,20000,Annual,2014-01-07,2019-01-06,2015-05-29,2015-04-29,600000,8260.52,NORTH,1
339,PT003,Term,Term life insurance policy,10339,Term Policy 10339,168,25000,Monthly,2012-09-20,2013-09-20,2014-02-22,2014-01-23,400000,14236.36,NORTH,12
340,PT004,Health,Health insurance policy,10340,Health Policy 10340,169,7500,Annual,2015-01-04,2020-01-03,2016-01-18,2015-12-19,600000,5638.79,SOUTH,1
341,PT004,Health,Health insurance policy,10341,Health Policy 10341,170,25000,Quarterly,2020-08-23,2022-08-23,2021-09-19,2021-08-20,1000000,12078.85,SOUTH,4
342,PT002,WholeLife,Whole life insurance policy,10342,WholeLife Policy 10342,170,5000,Monthly,2011-10-07,2012-10-06,2012-05-25,2012-04-25,600000,2364.98,SOUTH,12
343,PT002,WholeLife,Whole life insurance policy,10343,WholeLife Policy 10343,170,10000,Annual,2016-09-03,2021-09-02,2016-12-19,2016-11-19,300000,5581.7,SOUTH,1
344,PT005,Home,Home insurance policy,10344,Home Policy 10344,171,7500,Annual,2012-08-23,2017-08-22,2012-11-05,2012-10-06,200000,6174.18,WEST,1
345,PT005,Home,Home insurance policy,10345,Home Policy 10345,171,7500,Quarterly,2018-04-16,2020-04-15,2019-07-16,2019-06-16,1000000,3095.7,WEST,4
346,PT005,Home,Home insurance policy,10346,Home Policy 10346,172,5000,Annual,2007-06-24,2012-06-22,2008-02-29,2008-01-30,1000000,1909.15,SOUTH,1
347,PT005,Home,Home insurance policy,10347,Home Policy 10347,172,5000,Monthly,2012-12-13,2013-12-13,2014-01-10,2013-12-11,1000000,4294.7,SOUTH,12
348,PT003,Term,Term life insurance policy,10348,Term Policy 10348,173,5000,Annual,2017-11-03,2022-11-02,2018-06-24,2018-05-25,500000,4440.33,SOUTH,1
349,PT005,Home,Home insurance policy,10349,Home Policy 10349,173,20000,Annual,2017-09-08,2022-09-07,2018-08-07,2018-07-08,800000,15822.94,SOUTH,1
350,PT003,Term,Term life insurance policy,10350,Term Policy 10350,174,20000,Quarterly,2011-09-18,2013-09-17,2013-01-07,2012-12-08,1000000,14007.96,EAST,4
351,PT002,WholeLife,Whole life insurance policy,10351,WholeLife Policy 10351,175,20000,Annual,2013-06-21,2018-06-20,2013-10-12,2013-09-12,300000,8589.86,WEST,1
352,PT005,Home,Home insurance policy,10352,Home Policy 10352,175,12500,Quarterly,2009-04-27,2011-04-27,2009-09-09,2009-08-10,200000,8726.85,WEST,4
353,PT004,Health,Health insurance policy,10353,Health Policy 10353,175,5000,Monthly,2006-11-03,2007-11-03,2008-03-31,2008-03-01,500000,1455.22,WEST,12
354,PT004,Health,Health insurance policy,10354,Health Policy 10354,176,20000,Quarterly,2006-10-02,2008-10-01,2007-06-25,2007-05-26,600000,12235.35,NORTH,4
355,PT004,Health,Health insurance policy,10355,Health Policy 10355,177,12500,Annual,2010-12-01,2015-11-30,2011-09-03,2011-08-04,800000,11219.48,EAST,1
356,PT004,Health,Health insurance policy,10356,Health Policy 10356,177,7500,Monthly,2014-05-09,2015-05-09,2014-09-11,2014-08-12,600000,4045.01,EAST,12
357,PT004,Health,Health insurance policy,10357,Health Policy 10357,177,15000,Annual,2007-11-26,2012-11-24,2008-10-21,2008-09-21,1000000,4239.61,EAST,1
358,PT004,Health,Health insurance policy,10358,Health Policy 10358,178,20000,Monthly,2015-08-14,2016-08-13,2016-07-25,2016-06-25,300000,9170.65,WEST,12
359,PT005,Home,Home insurance policy,10359,Home Policy 10359,179,5000,Monthly,2014-03-02,2015-03-02,2015-02-17,2015-01-18,400000,2013.57,WEST,12
360,PT002,WholeLife,Whole life insurance policy,10360,WholeLife Policy 10360,180,10000,Quarterly,2007-08-23,2009-08-22,2008-03-25,2008-02-24,400000,4057.87,EAST,4
361,PT001,Auto,Auto insurance policy,10361,Auto Policy 10361,180,25000,Monthly,2008-03-16,2009-03-16,2008-12-16,2008-11-16,600000,5851.39,EAST,12
362,PT003,Term,Term life insurance policy,10362,Term Policy 10362,180,7500,Monthly,2011-05-12,2012-05-11,2012-07-23,2012-06-23,1000000,4066.17,EAST,12
363,PT005,Home,Home insurance policy,10363,Home Policy 10363,181,25000,Monthly,2012-10-27,2013-10-27,2013-07-27,2013-06-27,200000,13420.59,WEST,12
364,PT005,Home,Home insurance policy,10364,Home Policy 10364,182,25000,Quarterly,2015-02-23,2017-02-22,2015-12-23,2015-11-23,500000,19603.05,SOUTH,4
365,PT005,Home,Home insurance policy,10365,Home Policy 10365,182,15000,Monthly,2007-12-24,2008-12-23,2008-10-14,2008-09-14,800000,10997.63,SOUTH,12
366,PT004,Health,Health insurance policy,10366,Health Policy 10366,183,10000,Annual,2008-05-05,2013-05-04,2009-08-17,2009-07-18,200000,6373.39,WEST,1
367,PT005,Home,Home insurance policy,10367,Home Policy 10367,183,7500,Quarterly,2014-03-10,2016-03-09,2014-10-29,2014-09-29,500000,4340.22,WEST,4
368,PT004,Health,Health insurance policy,10368,Health Policy 10368,183,5000,Annual,2011-03-23,2016-03-21,2011-08-14,2011-07-15,1000000,3475.23,WEST,1
369,PT003,Term,Term life insurance policy,10369,Term Policy 10369,184,5000,Annual,2017-08-02,2022-08-01,2018-07-14,2018-06-14,800000,1298.03,NORTH,1
370,PT005,Home,Home insurance policy,10370,Home Policy 10370,184,25000,Annual,2017-02-25,2022-02-24,2018-02-11,2018-01-12,200000,14130.69,NORTH,1
371,PT004,Health,Health insurance policy,10371,Health Policy 10371,184,5000,Monthly,2016-04-10,2017-04-10,2017-03-08,2017-02-06,800000,1629.1,NORTH,12
372,PT003,Term,Term life insurance policy,10372,Term Policy 10372,185,25000,Monthly,2009-08-13,2010-08-13,2010-12-15,2010-11-15,800000,20533.98,WEST,12
373,PT001,Auto,Auto insurance policy,10373,Auto Policy 10373,186,10000,Annual,2016-12-19,2021-12-18,2017-12-15,2017-11-15,500000,2314.89,WEST,1
374,PT001,Auto,Auto insurance policy,10374,Auto Policy 10374,186,7500,Quarterly,2012-08-16,2014-08-16,2012-10-27,2012-09-27,500000,6013.15,WEST,4
375,PT004,Health,Health insurance policy,10375,Health Policy 10375,187,5000,Monthly,2010-10-08,2011-10-08,2011-09-10,2011-08-11,200000,1588.55,WEST,12
376,PT002,WholeLife,Whole life insurance policy,10376,WholeLife Policy 10376,187,25000,Quarterly,2009-02-05,2011-02-05,2009-06-23,2009-05-24,200000,10368.9,WEST,4
377,PT002,WholeLife,Whole life insurance policy,10377,WholeLife Policy 10377,188,10000,Annual,2006-04-28,2011-04-27,2006-07-10,2006-06-10,300000,6993.1,SOUTH,1
378,PT003,Term,Term life insurance policy,10378,Term Policy 10378,188,10000,Monthly,2013-09-30,2014-09-30,2014-06-28,2014-05-29,300000,8251.08,SOUTH,12
379,PT004,Health,Health insurance policy,10379,Health Policy 10379,189,7500,Monthly,2007-09-18,2008-09-17,2008-12-06,2008-11-06,300000,4634.27,EAST,12
380,PT002,WholeLife,Whole life insurance policy,10380,WholeLife Policy 10380,189,25000,Annual,2016-01-22,2021-01-20,2016-10-05,2016-09-05,600000,21613.75,EAST,1
381,PT001,Auto,Auto insurance policy,10381,Auto Policy 10381,190,15000,Quarterly,2012-02-21,2014-02-20,2012-05-24,2012-04-24,500000,8083.8,SOUTH,4
382,PT004,Health,Health insurance policy,10382,Health Policy 10382,190,5000,Monthly,2019-03-18,2020-03-17,2020-02-24,2020-01-25,400000,4372.16,SOUTH,12
383,PT001,Auto,Auto insurance policy,10383,Auto Policy 10383,191,20000,Annual,2010-07-11,2015-07-10,2010-11-12,2010-10-13,1000000,8264.58,NORTH,1
384,PT004,Health,Health insurance policy,10384,Health Policy 10384,191,25000,Monthly,2015-01-02,2016-01-02,2015-11-14,2015-10-15,800000,8560.5,NORTH,12
385,PT002,WholeLife,Whole life insurance policy,10385,WholeLife Policy 10385,191,7500,Annual,2013-05-17,2018-05-16,2013-11-18,2013-10-19,1000000,4322.06,NORTH,1
386,PT005,Home,Home insurance policy,10386,Home Policy 10386,192,5000,Monthly,2015-02-18,2016-02-18,2015-12-12,2015-11-12,1000000,4363.9,NORTH,12
387,PT005,Home,Home insurance policy,10387,Home Policy 10387,192,7500,Annual,2011-06-28,2016-06-26,2011-09-26,2011-08-27,200000,6400.91,NORTH,1
388,PT003,Term,Term life insurance policy,10388,Term Policy 10388,193,25000,Quarterly,2018-05-30,2020-05-29,2019-02-08,2019-01-09,800000,22486.73,EAST,4
389,PT002,WholeLife,Whole life insurance policy,10389,WholeLife Policy 10389,193,10000,Annual,2018-02-15,2023-02-14,2018-07-07,2018-06-07,200000,7174.28,EAST,1
390,PT001,Auto,Auto insurance policy,10390,Auto Policy 10390,194,12500,Monthly,2011-09-29,2012-09-28,2012-01-29,2011-12-30,800000,9766.86,WEST,12
391,PT005,Home,Home insurance policy,10391,Home Policy 10391,194,7500,Quarterly,2011-04-09,2013-04-08,2012-02-21,2012-01-22,600000,6526.44,WEST,4
392,PT003,Term,Term life insurance policy,10392,Term Policy 10392,194,20000,Quarterly,2020-04-19,2022-04-19,2021-07-08,2021-06-08,400000,13908.56,WEST,4
393,PT002,WholeLife,Whole life insurance policy,10393,WholeLife Policy 10393,195,10000,Quarterly,2019-11-09,2021-11-08,2020-08-30,2020-07-31,300000,8712.95,WEST,4
394,PT003,Term,Term life insurance policy,10394,Term Policy 10394,195,7500,Annual,2005-05-11,2010-05-10,2005-07-11,2005-06-11,800000,4696.13,WEST,1
395,PT001,Auto,Auto insurance policy,10395,Auto Policy 10395,196,12500,Monthly,2020-02-02,2021-02-01,2021-07-04,2021-06-04,600000,8594.29,EAST,12
396,PT004,Health,Health insurance policy,10396,Health Policy 10396,197,25000,Monthly,2017-01-26,2018-01-26,2018-02-23,2018-01-24,800000,6356.65,SOUTH,12
397,PT001,Auto,Auto insurance policy,10397,Auto Policy 10397,197,20000,Quarterly,2020-01-24,2022-01-23,2020-09-20,2020-08-21,200000,17608.55,SOUTH,4
398,PT005,Home,Home insurance policy,10398,Home Policy 10398,198,7500,Quarterly,2013-01-11,2015-01-11,2014-04-09,2014-03-10,1000000,5762.32,NORTH,4
399,PT001,Auto,Auto insurance policy,10399,Auto Policy 10399,198,10000,Quarterly,2007-10-20,2009-10-19,2008-08-02,2008-07-03,300000,2065.54,NORTH,4
400,PT001,Auto,Auto insurance policy,10400,Auto Policy 10400,199,20000,Annual,2011-04-23,2016-04-21,2011-09-28,2011-08-29,400000,5259.53,SOUTH,1
401,PT005,Home,Home insurance policy,10401,Home Policy 10401,199,25000,Quarterly,2019-01-09,2021-01-08,2019-07-01,2019-06-01,800000,9099.51,SOUTH,4
402,PT004,Health,Health insurance policy,10402,Health Policy 10402,199,10000,Monthly,2013-02-21,2014-02-21,2014-07-29,2014-06-29,500000,6928.33,SOUTH,12
403,PT002,WholeLife,Whole life insurance policy,10403,WholeLife Policy 10403,200,25000,Monthly,2005-02-28,2006-02-28,2005-11-17,2005-10-18,800000,6941.56,EAST,12
404,PT003,Term,Term life insurance policy,10404,Term Policy 10404,200,12500,Annual,2017-10-07,2022-10-06,2018-09-14,2018-08-15,300000,4195.49,EAST,1
405,PT005,Home,Home insurance policy,10405,Home Policy 10405,200,15000,Annual,2020-01-29,2025-01-27,2020-06-26,2020-05-27,600000,3686.29,EAST,1
406,PT001,Auto,Auto insurance policy,10406,Auto Policy 10406,201,15000,Quarterly,2007-11-10,2009-11-09,2008-05-04,2008-04-04,1000000,12250.53,NORTH,4
407,PT003,Term,Term life insurance policy,10407,Term Policy 10407,202,5000,Annual,2009-04-21,2014-04-20,2010-06-02,2010-05-03,800000,2865.3,NORTH,1
408,PT003,Term,Term life insurance policy,10408,Term Policy 10408,202,12500,Annual,2020-04-08,2025-04-07,2021-01-11,2020-12-12,200000,8108.46,NORTH,1
409,PT001,Auto,Auto insurance policy,10409,Auto Policy 10409,202,25000,Quarterly,2012-03-31,2014-03-31,2012-10-17,2012-09-17,500000,7130.06,NORTH,4
410,PT004,Health,Health insurance policy,10410,Health Policy 10410,203,15000,Quarterly,2016-02-12,2018-02-11,2016-05-04,2016-04-04,1000000,12279.93,NORTH,4
411,PT002,WholeLife,Whole life insurance policy,10411,WholeLife Policy 10411,203,12500,Quarterly,2006-01-20,2008-01-20,2006-11-05,2006-10-06,600000,5267.12,NORTH,4
412,PT004,Health,Health insurance policy,10412,Health Policy 10412,203,5000,Quarterly,2009-05-14,2011-05-14,2010-08-30,2010-07-31,600000,1088.8,NORTH,4
413,PT002,WholeLife,Whole life insurance policy,10413,WholeLife Policy 10413,204,5000,Quarterly,2020-06-19,2022-06-19,2020-11-26,2020-10-27,300000,1575.69,EAST,4
414,PT003,Term,Term life insurance policy,10414,Term Policy 10414,204,20000,Annual,2006-05-30,2011-05-29,2006-08-12,2006-07-13,200000,10719.53,EAST,1
415,PT001,Auto,Auto insurance policy,10415,Auto Policy 10415,204,10000,Annual,2018-04-17,2023-04-16,2018-10-22,2018-09-22,1000000,3730.07,EAST,1
416,PT002,WholeLife,Whole life insurance policy,10416,WholeLife Policy 10416,205,25000,Monthly,2012-08-23,2013-08-23,2013-07-15,2013-06-15,400000,18896.94,SOUTH,12
417,PT001,Auto,Auto insurance policy,10417,Auto Policy 10417,205,12500,Annual,2018-06-16,2023-06-15,2018-10-02,2018-09-02,1000000,7971.8,SOUTH,1
418,PT001,Auto,Auto insurance policy,10418,Auto Policy 10418,206,5000,Monthly,2006-12-02,2007-12-02,2007-07-10,2007-06-10,500000,4115.29,SOUTH,12
419,PT001,Auto,Auto insurance policy,10419,Auto Policy 10419,206,25000,Monthly,2007-11-11,2008-11-10,2008-02-07,2008-01-08,500000,10275.74,SOUTH,12
420,PT004,Health,Health insurance policy,10420,Health Policy 10420,206,20000,Monthly,2006-06-23,2007-06-23,2007-06-04,2007-05-05,200000,4730.84,SOUTH,12
421,PT004,Health,Health insurance policy,10421,Health Policy 10421,207,25000,Annual,2007-02-25,2012-02-24,2007-08-23,2007-07-24,500000,20130.2,SOUTH,1
422,PT005,Home,Home insurance policy,10422,Home Policy 10422,207,12500,Quarterly,2005-03-28,2007-03-28,2006-07-08,2006-06-08,500000,6245.93,SOUTH,4
423,PT005,Home,Home insurance policy,10423,Home Policy 10423,208,20000,Quarterly,2007-04-10,2009-04-09,2008-07-13,2008-06-13,800000,4363.61,WEST,4
424,PT005,Home,Home insurance policy,10424,Home Policy 10424,208,7500,Annual,2012-05-12,2017-05-11,2012-09-01,2012-08-02,200000,1564.52,WEST,1
425,PT001,Auto,Auto insurance policy,10425,Auto Policy 10425,208,15000,Monthly,2018-04-19,2019-04-19,2019-05-10,2019-04-10,300000,8343.43,WEST,12
426,PT004,Health,Health insurance policy,10426,Health Policy 10426,209,15000,Annual,2015-10-19,2020-10-17,2016-03-22,2016-02-21,500000,5553.1,WEST,1
427,PT001,Auto,Auto insurance policy,10427,Auto Policy 10427,209,10000,Monthly,2006-05-11,2007-05-11,2007-02-18,2007-01-19,600000,5591.88,WEST,12
428,PT003,Term,Term life insurance policy,10428,Term Policy 10428,210,15000,Annual,2011-12-25,2016-12-23,2012-05-07,2012-04-07,1000000,4547.8,NORTH,1
429,PT003,Term,Term life insurance policy,10429,Term Policy 10429,210,10000,Quarterly,2018-07-14,2020-07-13,2018-09-16,2018-08-17,400000,5623.76,NORTH,4
430,PT002,WholeLife,Whole life insurance policy,10430,WholeLife Policy 10430,210,15000,Monthly,2006-04-15,2007-04-15,2007-08-15,2007-07-16,1000000,8874.22,NORTH,12
431,PT004,Health,Health insurance policy,10431,Health Policy 10431,211,7500,Monthly,2012-09-17,2013-09-17,2014-02-24,2014-01-25,800000,2556.62,WEST,12
